text,label
Gago talaga media noh? Pag tungkol kila BinayRoxasPoe binabalita. Pero pag kay Duterte? Wala? Bias pa more! [USERNAME],1
Puro na lang against Binay ung newsnagmumuka na kayong mga T[USERNAME]@ obvious na black propaganda na yan hindi na news,1
Jonathan Castillo [USERNAME] Lito Atienza thanks those who helped him do his homework.,0
Pula Ang Kulay Ng Posas,1
Abay asang asa naman tong si mar roxas bilyon bilyon ang nagagastos sa pangangampanya,1
SMNIpresidentialdebate,0
[USERNAME]and[USERNAME] Isko iniwanan nga nya si doc willie ong. Kasi mabuting tao si willie ong hindi tumatanggap ng campaign funds. I like him too but i want sara muna as vp if sara will runfor pres insana si doc willie na ang vp nya. NOfor lacson.,0
De. Grabe talaga yung commercial ni binay e ??????,1
[USERNAME] [USERNAME]and[USERNAME] Lito Atienza is considering to quit the VP race due to leg problem. But why? Yun iba diyan ang issue ay mental problem pero tuloy pa rin ang pagtakbo!,1
Pagkakaisa at pagtutulungan ang kailangan Upang sabay sabay tayong babangon muli BBMIn unity there is strengthInday saraBBM SARA,0
Sobrang proud ko talaga sa father ko and partner nia for being so supportive sa volunteers Thank you so muchIpanalo Na10 To Angat Buhay Lahat Leni Kiko,0
 days to go!!! Halalan2022,0
Unithieves probably have staged their biggest rally so far in CebuMga Kakampink lets help trend CEBOOM and help cebuanos to show Cebu will stick with Leni just like inHelp mobiliseSend bisaya speaking artists[USERNAME] [USERNAME],1
WonderWoman [USERNAME][USERNAME] Lahat na lang NINANAKAW! Never Again Marcos Magnanakaw,1
Pakyu Binay!,1
[USERNAME] Si Lito Atienza para narin yang si Guanzon. Mga nalipasan ng gutom. LL,1
[USERNAME] HAHAAHHAHA GO MANNY KAYA MO YAN ILUBOG SI LENI WAHAHHAHAHA BBM SARA,1
Either Miriam or Duterte. Wag lang sayo Mar Roxas!! Dayaan MOVES,1
Leni Liwanag Sa Dilim Leni Robredo God Will Provide God Bless Philippines Pili Pinas Debates,0
So the anti Duterte ads in ABS-CBN has started huh. They even had to use innocent children for their black propaganda. That's so DECENT,1
[USERNAME] Balita ko si Leody de Guzman daw,0
Only BINAYsino pa ba? Natawa ako hahahahaha punyeta! ????????,1
j [USERNAME] Let Leni Lead,0
Jgh!!! Sobrang nag-enjoy ako sa event ng Leni-Kiko todaaay! Worth it ang pagod Kulay Rosas Ang BukasVALPink In Your Area,0
LOOK Clear and simple Comelec says system never hackedSTORY Flying Ketchup Halalan,0
[USERNAME] Manigas Sila!BBM SARA,0
[USERNAME] *protests against social injustices* (55 years later) *perpetuates social injustices* ?? Binay wtf huhu,1
[USERNAME] Nako delikado sa eleksyon si Sir Lito Atienzatsk LGBTQIA are very unite. Thats the good thing about them.,0
mapanood yung patalastas ni Binay na walang kwenta.,1
Mar Roxas: Walang dramatrabaho lang. Ahtrabaho mo na palang mag traffic sa EDSA at magbuhat ng isang sakong sibuyas. Abscbn One Sided,1
Nakakainis ang Ad ni Binay. Makati pa rin banner n'ya6 years s'ya nakaupo bilang VPbakit 'di umunlad ibang cities like Makati?,1
How I turned up yesterday for the world down syndrome day and We Decide to love and care unconditionally for these children,0
[USERNAME] Binay: Kinakabahan. Miriam: so-so. Duterte: Swabe. Poe: Pangako-Queen. Mar: Drama King.,1
"Me to my teachers:Ma'am to quote Norberto Gonzales ""Hindi ko po ako naniniwala sa deadlines best effort!"" ",0
LeniKiko supporters remind me of my nephews TheyreandThey also throw a hissy fit when they dont get what they want BBM is my president Halalan,1
Ayan na! Number 2 na ulit si Mar Roxas. Tapos si Leni 700k nalang at maaabutan na si Marcos. Let's do the YELLOW...,0
Andto nnman yung commercial ni binay ??,1
Kumakain sa Jollibee naka-kamay. galing talaga ni Binay. kaya hindi ko sya iboboto eh,1
KUNG AKO SA MGA TAO DI KO BOBOTO SI BINAY. NAGPRO-PROMOTE TO NG INSECURITIES EH. BASTOS! The Maine Reason Why,1
Trending si BBM for declining GMAs invitation for Presidential Interview Well alam naman na niya mga itatanong eh mga tanong na paulit ulit na sa loob ng tatlong dekadaBBM SARA,0
RT [USERNAME]: Naiinis ka ba sa commercial ni Binay?,1
Para kay Mar Roxas: Binti nga ni kathryn hndi mo matuwiddaan pa kayaTAO PA KAYA... Aishht??,1
Seminar nyo muna to si Grace Poe kulang Na kulang pa sa karanasan Ph Vote Duterte Naku Poe Duterte Pa Rin,1
[USERNAME] I will no longer live as a shadow even if you guys dont take me seriously I stand para sa kinabukasan ng family natin Pa! Sana maunawaan nyo po[USERNAME] [USERNAME]sana hindi nyo po kami biguin Kulay Rosas Ang Bukas Leni Kiko,0
Anong drama ni Binay? Magsalita kana langmaglalakad ka pa. Pili Pinas Debates 2016,1
 followers! Thank u to all my new kakampink friends for putting up wmy crazinessYou have to have a sense of humor about life to get thru itIm at that age when my mind still thinks that Im still Be happy for no reason like a childGood night everyone!,0
Laban Leni,0
[USERNAME] I wont vote for Atienza anywayisa sya sa mga kandidatong Marites walang sariling plataporma kundi Ang manira at pumulot ng tsismisBBM SARA,1
Capping up the prayer service. Good morning Pilipinas Makati Is Pink Ipanalo Para Sa Lahat Let Leni Kiko Lead Leni Kiko,0
 [USERNAME] marcos magnanakaw,1
"""I am PCOS Machine and my President is ROXAS and Vice President is LENI ROBREDO."" Dayaang Matuwid Dayaan Moves",1
Wowa Tala [USERNAME] Marcos Magnanakaw Never Again,1
Itsfar from my place pero I go to this laundry place because maaasahan silaMalinis ang trabaho at mabangoMabilis paI usually get my laundry in a dayDi pa ganun ka mahalAnd it turns outKAKAMPINK SILA!!!!!See ganun pag may standardsHehehehe,0
Elections 2016 aka Mar Roxas Attempts to Throw Shade,1
6. Mark Villar 7. Junjun Binay 8. Ombudsman 9. DarlingBuena SiblingsLove 10. EverydayILoveYou 19DaysToGo 2015/10/9 17:57 PHT,0
Aba ewan ko sa inyo habasta ako hindi Nognog. Wag ka ngaBinay.,1
[USERNAME] Wag Bobo Wag IBOTO vp binay,1
Marcos vs Robredodikit ang laban nila while Duterte sure win na yankaya Roxas don't do shady stuff. -_- Halalan Results,1
BBM ka ba? Eto mga Senators mo May listahan na rin ba mga kakampink? Pa share naman sa comments,0
Trillanes: Binays plunder case involves about P15-20 billionThe Filipino Votes,0
Its my pleasure to support a candidate that has lots of credentials and receipts Kulay Rosas Ang Bukas Angat Buhay Lahat Kulay Rosas Ang Bukas Ng Valenzuela Let Leni Lead,0
 [USERNAME] Dec [USERNAME]Am surprised Gaite did not even consider Leody de Guzman when you asked about which candidate he thought would look favorably on continuing peace talks after the fact,0
VP Leni should be our President. Her platforms and care for the Ph and filipino people is truly what we need rn.hope after this interview my fellows awakened to whose the most efficient leader. Let Leni Lead,0
[USERNAME] wala kaya! Nandito si VP Binay nagpapagupit,0
Ang daming nasasabi ni Binay na nagawa nya nung Mayor sya ng Makati. Ba't di nya kaya ibida ung nagawa nya nung BisePresidente sya ng Pinas?,0
Pula Ang Kulay Ng Rosas?????? PULA ANG KULAY NG MAGNANAKAW HAHAHAHAHHAHA,1
Yung galit ka sa Mmk Ofw den ad ni binay. Edi galit na galit ka lalo,1
Hahahahahah ganun daw talaga dapat mindset pang lutang hahaha BBM SARA,1
Ishiness [USERNAME] Just me being me Marcos Magnanakaw,1
EXOL EXOL4 LENIKIKO Leni Kiko,0
Let Leni Lead Leni Busy Presidente Angat Buhay Lahat,0
PoeBinayDuterte 'all good' for Migz,0
[USERNAME] Anong plot ito?Baka palabasin nila natalo si Leni dahil dinaya sya at lamang sya sa mga survey hahaha What a jokeBasta ako BBM SARA,0
Allfor LEN Let Leni Lead Laban Leni2022,0
Marcos Duwag Parin Marcos Sinungaling Marcos Magnanakaw Nothing can change my mind.,1
yana [USERNAME][USERNAME] Naalala ko 'to! Naka-uniform pa tayo haha! Marcos Magnanakaw Marco Di Bayani Ibalik Ang ABSCBN,1
a common reason that i recall hearing in the past for skipping debates is that candidates describe themselves asdoersthat their actions speak louder than wordsthe problem is what if youve never done anything concrete or significant in the past? Yari Ka Halalan,0
[USERNAME] [USERNAME]and[USERNAME] Tuloy ang laban!!! Shut up Atienza.,1
"Honasan says ""pag nanalo si VP Binayparang nanalo na rin ako."" | via [USERNAME]",0
Im still awake! am Pinapanood ko lang naman lahat ng Rallysni VP Leni grabii Solid Kakampinks akoLet Leni Kiko LeadLeni Kiko,0
Getting goosebumps Laban Leni,0
Morality over Loyalty!Angat Buhay Lahat babaeako Election PH Comelec Gising Pilipinas SHAME ON YOU,1
Davidark?DUTERTEPOLkilledHer? or twts a day [USERNAME] He avoids the question for over years. Guilty. MARCOS MAGNANAKAW NEVERFORGET NEVER AGAIN DUTERTEMANYAK DUTERTERAPIST DUTERTEYAKUZA OUSTDUTERTERappler [USERNAME] 'If you have something new to ask me mahirap naman if we will be talking about the same conversation I've been having for years' says Bongbong Marcos on questions of abuses during his father's Martial Law,1
 [USERNAME] Funny how you correct terms that are commonly confused by non medical people while blinded by the glaring truth about the marcoses. Marcos Magnanakaw,1
[USERNAME] Marcos for the win.SMNIPresidential Debate,0
Iloilo Convention Center is very small. But the Unithieves were not able to maximize the venue to its full capacity. Social distancing cannot even help them fill the venue. In short nilangaw sila dito sa Iloilo.Pula Ang Kulay Ng Magnanakaw Leni Kiko,1
Elon Musk [USERNAME] INUTANG NA DUGO NG PASISTANG REHIMEN! SINGILIN!SINGILIN! PAGBAYARIN! Never Again To Martial Law Marcos Magnanakaw Marcos NOT a Hero,1
[USERNAME] Mar Roxas ??,0
UNA bets VP BinaySen. HonasanRep.Pacquiao gamely joins comedianne Ai Ai delas Alas during dance number [USERNAME] Bilang Pilipino,0
Walang katotohanan ang hindi nabubunyag! Lilitaw din ang pagwalang kwenta ng madumb leni!,1
putangina bat pinuntahanni mar roxas si dj?,1
Eds Sotelo [USERNAME] [USERNAME]and[USERNAME] Magpahinnga ka na lang[USERNAME],0
 minutes to go Angat Buhay Lahat,0
Arbie Bandiling [USERNAME] How Saturday went as a Kakam Pink Lugaw One celebrating National Porridge Day yesterday at Southside Makati. Lets continue to reach people outside social media! Let Leni Lead Dapat Si Leni,0
Is there a summary of what each presidential VP senatorial candidate stands for? This is what happens when you dont watch the debates PH Vote  Halalan Eleksyon,0
lmao i stay disappointed at the philippines Election marcos duwag,1
Walanjong yan ! Magkano ba binabayad ni BINAY para Oras-Oras Ipalabas Yung TVC nia .?! Kalerkey !  feeling annoyed,1
*Commercial ni Binay* Sino bang pandak? Me: Si Jan-Niel Sino bang nognog? Me: Si Jan-Niel Grabe Binay. Nakakaooffend commercials mo. ????????,1
ang purpose lang po ng presence ni jose montemayor jr sa debate ay para sirain ang gabi nating lahat,1
Laglagan na ba? Kawawa naman si Doc Willie Ong,0
[USERNAME] Si Binay daw. Hahahaha. Laptrip yung commercial ni nognog eh. Muntik nako maniwala,1
ang saya nakita ko si mama hawak yung poster ng Angat Buhay Lahat kasi nagkakabit na sila dito saminour neighbor even askedLeni bayan? lagyan nyo yung samin Iboboto ko sya eh,0
RT [USERNAME]: Si Binay madami ng na-boodle-boodle! Madami ding BINAYaran. Pero ako di magpapa-Binay. Di for sale boto ko.https://t.c,1
[USERNAME] [USERNAME] [USERNAME] [USERNAME] [USERNAME]baka naman paki imbestigahan ang nagpakalat ng tweet at post sa fbGrabe na po ang bash na nakukuha ni Kath dahil ditoGinagamit ang picture ni KathKakampink Protect Kathryn At All Cost,0
Let Leni Lead Leni Robredo,0
Feel naman nito ni Mar Roxas siya na talaga mananalo.,0
Kainis mukha ni Binay. Luuh! Sge maglibot ka buong Pilipinas ala Dora . No To Binay This2016,1
[USERNAME] Doc Willie Ong ako nkaka tulong talaga sa larangan ng Free consultation dipa mukhang Pera,0
Nakakainis yung commercial ni Binay ?? Sino ba si Nognog?,1
LOOK: Scene at Volunteers Park Perimeter Road Olongapo City for the rally concert and miting de avance of incumbent Vice Mayor Jong Cortez.PHVote We Decide[USERNAME] [USERNAME],0
aly caratengene era for today's vidyow Kulay Rosas Ang Bukas,0
lucia gonzales [USERNAME]Marcos Magnanakaw Bong Bong Marcos Tax Evader Bong Bong Marcos ConvictJason [USERNAME]DDS/Marcos loyalists to ABSCBN: Magbayad muna kayo ng tax nyo! DDS/Marcos loyalists on the tax evasion conviction of Marcos Jr:BBMSingaw Ng Bayan Marcos Magnanakaw Bong Bong Marcos Tax Evader Bong Bong Ex Convict : / :,1
Babae ang mamumuno sa susunod na anim na taon Frame by Jeff CabalLet Leni Lead Kulay Rosas Ang Bukas KakampinkPsych For Leni,0
Mar Roxas pasampal nga. Isa lang. ?,1
VP BINAY SA OMBUDSMAN: DI PA TAPOS ANG REPORT NG COA [USERNAME] [USERNAME],0
Pati ba naman profile pic kelangan si Only Binay. Grabe na!,1
Iniendorso na pala ni Daniel Padilla si Mar Roxas,0
LABANLENI,0
tami [USERNAME] Let Leni Lead,0
 [USERNAME] Nov Almost all of them that are vying for the presidency are overrated one is severely underrated The ones who are just rightnot overrated nor underratedare Marcos Jr Leody de Guzman and ParladeLacsonunderratedYung iba? Walang silbi,1
Si Binay pa galit sa COA. Tinatiming daw. Ano ba dapattago muna yung audit report habang campaign period pa? Bwisit,1
 Let Leni Lead Leni Kiko,0
PPCRV Partial and Official Results. Presidentiables Duterte 9 990 Roxas 8 711 Poe 7 543 VP Marcos 15 768...,0
Idaan niyo din si Binay kay Karen Davila pls,0
 Tigilan na natin si Iska wala naman tayo mapapala dyan. Panuorin na lang natin to. We Decide,1
I just created my own kodigofor PH Elections ! Vote Safe Pilipinas Bumoto Ka NLE,0
Alan Ritter [USERNAME] [USERNAME] [USERNAME]and[USERNAME] Be safe.If you are viewed as a threat your opponent will not play fair.,0
I love boodle fight. Pero kung si Binay ang makaka boodle. Titiisin ko na lang ang gutom. O kaya ay mag Mang Inasal.,1
"""Gobyernong TapatAngat Buhay Lahat"" Let Leni Lead at SAKAsi KKO ",0
From Sino Ba Si Nognog to Sino Ba Ang Pandak real quick. Leche ka Binay pati ang mga nanahimik na pandak dinadamay mo! ??,1
Hindi natin kaialngan ng isang Presidente na mangagaya duon tayo sa may totoong plano at magagawa Poe2016,0
Sige man tag bully kay binay....sad :(,0
Puerto Princesa is a Leni nation!Grabe dito palakihan ng Leni tarps tapos yun M nasa mga tagong locations The locals believe in what Madame can do for us!Laban Leni,0
Bold of you to use the word 'irregulariries' when in Lanao you got % of the votes and none for other candidates like Manny and Faisal Mangondato. Mag protesta ka din. Ask for a manual recount just like what BBM did. BBM also asked for a manual recount ng actual na balota,0
I'm into Faisal Mangondato's glittery coat and taqiyah combo. Rasputin in Gucci but still Rasputin.,1
RT [USERNAME]: PUTA NAMAN BINAY PURO KA NOGNOG!! PATI SARILI MO NILALAIT MO PARA LANG MANALO? WAG KAMI! ????,1
"Isko hahahahahaha tangina

Marcos tangina mo umattend ka next timemeron na daw handaan after ng debates",1
Ang maka-duterte nagkakaisa. Ang maka-roxas gumagawa ng mga black propaganda. Desperado ehh. ????,1
[USERNAME],0
Angat Buhay NGOnapaka advance birthday gift reveal naman po nito para sa mga kakampink na July babies tulad koAngat Buhay NGO Leni Kiko,0
let leni lead dapatsileni,0
Grabe! Gumalaw ung upuan without someone or something pushing it! Baka naman nandon si Binay hndi lang nakita ni kuya tanod? 24oras,1
 [USERNAME] joke sorry nirerespeto ko po opinyon niyo kahit tanga kayo at walang saysay mga pinagsasabi niyo hehe. vote wisely vote leni !! Let Leni Lead,1
Chill on a Thursday Let Leni Kiko Lead,0
Nognog. Pandak. Laki sa hirap. Kamukha ng Prof namen si Binay.,1
Happy Friday PILI pinas espsa mga kaUniteam!Twitter Party set today starting atam days left to MayHalalan,0
Bakla anong ganyan ganyan? Let Leni Lead tayo!,0
I like Doc Willie Ong as VP Leni's secretary of health but only if he change some of his perspectives,0
oha ohamar! Hawakan mo nga tenga ni binay. luhwala ka pala eh bakala ka pala eh.,1
BinayGringo visit vote-rich Rizal: Vice-President Jejomar Binay and his running mate Sen. Grin...(via ABS-CBN),0
[USERNAME] [USERNAME] oo nga e tas si Binay tumakbo pa rin kay nangurakot na ng sobra grabe hahahahahahahaha ??????,1
[USERNAME] either doc willie ong or kiko but mas lamang si kiko for me as of now,0
Sure ka na wala ako dun? I was there I listened carefully the definition was clear as day that you cannot file a criminal case sa isang teging Diktador. May proof na may ninakaw. May patunay na si Marcos Magnanakaw,1
[USERNAME] BOBO di pumatatol sa Tanga c BBM at bakit sya magpapa interview don eh tagbog lahat kalaban niya Gamitin niyobutak niyo MGA BOBO!!!! BBM SARA,1
Register For your Voters Card tru the LinkDon't justbe a Twitter Supporter Get Your PVCwedecideNigeria ElectionsElections Davido Stand Strong,0
[USERNAME] di ka nognogsi binay lang yun. Kayumanggi ka.,1
Sec.Mar Roxas for the win !!! Mar Roxas All Theway,0
[USERNAME]and[USERNAME] Mukang binastos si Doc Willie Ong ahh.,0
Kasama ko talaga sikaninaAngat Buhay Lahat hahaha jk,0
maknaee [USERNAME] Got the opportunity to snap a photo with the NEXT PRESDENT and VCE PRESDENT of The Philippines! also binigyan ko si vp ng pink shirt from Nineteen Clothing!! order na kayo para matchy matchy with vp leni Pink Wednesday Let Leni Lead Leni Robredo,0
SMNIpresidentialdebate be like....,0
Marcos Magnanakaw na nga na duwag pa sa interview,1
[USERNAME]and[USERNAME] kakampink movement has grownand continues to mature,0
Feel ko yung puny**a sa dulo HAHAHAHAA BBM SARA,1
just_pits [USERNAME][USERNAME] Yung manok mo ngumingiwi bibig! Puro lang kayo memes! Dyusme! Marcos Magnanakaw pa rin! That's a FACT!,1
Edz Cerena [USERNAME][USERNAME] Umpisa na nang pagnanakaw at pandaraya! No To BBM Huwag Iboto Si Marcos Marcos Magnanakaw Marcos NOT a Hero,1
huuuy Mar Roxas tumigil ka,0
idk why but i have this strong urge to break our tv whenever binay's commercial advertisement appear PUCHA,1
Marcos Magnanakaw hahaha,1
Jaynus Ferrer [USERNAME] Make Philippines great again ano yan parang kay Trump lang sa America?? Gising!! tignan niyo nangyari sa kanila after. Marcos Magnanakaw,1
bella [USERNAME] Once is ENOUGH!! ~ctto~ Marcos Magnanakaw dutertewakasan,1
Sigurado ako hindi Goldilocks cake ni Binay for his birthday.,1
tangina naman leni umurong kana,1
Pili Pinas Debates 2016 Roxas - Typhoon Yolanda Poe - lack of experience Duterte - womanizing Binay - corruption Santiago - health ?? or ?? ?,1
Naingit nako kay may accounting bwas taposbalik balik pa dason ang commercial ni Roxas kag Binay -_-,1
[USERNAME] grabe syaaaa hahahahahaha! Si classmate na Binay lang naman jk ????????,0
VP Binayignorante - Lacierda Tahasang tinawag ni Presidential Spokesman Edwin Lacierda si Vice President...,1
Mar has visited 39 provincesBinay 25Poe 19and Duterte 13. Miriam has only been to one: Metro Manila....,0
ash * SEVEN [USERNAME] [USERNAME] let leni lead,0
Anong mga website ang nakakasama sa sangkatauhan?  website ni mar roxas,1
Hui[USERNAME]gising!!! Baklasin ito dali!!! Anyare COMELEC,0
Paul Almazan [USERNAME][USERNAME] No To Magnanakaw Marcos Magnanakaw,1
BBMSigaw Ng Bayan,0
[USERNAME]and[USERNAME] Taga PAMPANGASS bka maiba ilabas na result Leni Robredo For President Leni Kiko Team,0
Election2016 Campaign style should be like Miriam's no fuzzno face on TV. Nakksuka na drama ni MarEpalBinay at GPoe s TV. Papogian lng.,1
6. Only Binay 7. BATB 8. PH 2016 9. Ateneo 10. Mac Belo 2015/11/22 03:18 PHT trndnl,0
[USERNAME]and[USERNAME] Kumpara mo naman sau mas mukha kang basura kesa kay AldenMakabobo ka wagasTanggalin mo yang LENI KIKO,1
NOW: The CNNPHPresidential Debate begins inminutes. Follow this thread for updates on presidential aspirants former Secretary of National Defense Norberto Gonzales and Dr. & Atty. Jose Montemayor Jr. : Marvin John F. Uy/The VarsitarianPH Vote We Decide[USERNAME],0
Binay hits rising poverty in E.Visayas,0
Ansis [USERNAME]Never Again Marcos Magnanakaw : / :,1
Wag kang Binaymasyadong assuming. Masasaktan ka lang. Halalan2016 Hugot,1
Mar Roxas is now withdrawing his candidacy. He is not winnable anyway. Roxasto Poe Ayaw Sa DILAW ??,1
It has to be said  I admire Mar Roxas. The guy has done great things in gov't despite the fuck-ups. But he lacks balls. Balls to call out,0
Ingat kayo mga Kakampink Catanduanes Is Pink,0
Di mo pwedeng tanggalin ang income tax Binay wag kame. Third world country tayo uy!,0
shet pangalawa pa si roxas HAHAHA too close kay duterte?? wag sanang humabol,1
RT [USERNAME]: May bago palang advert si Binay? Hahahaha. Oily Binay hahaha joke Only Binay,1
Boring mo Leni. Gsto k ung kay Binay at Roxas pra masaya.,1
 [USERNAME] Dec ka[USERNAME]de guzman ang dahilan pala ng pagtakbo mo bilang presidente ay para ipakulong si duterte dahil sa maraming namatay da war on drugs ayos ahnagiging tampulan ka na ng tukso sinasabe nila kungsino kadaw,1
Mahalin natin ang pilipinias at iboto si marcos!,0
Imagine how invested VPLeni and Sen Kiko even to small towns like ours Walang pinipili Talagang angat buhay LAHAT Zambales Is PinkLeni Kiko,0
Sana manalo sila Mar Roxas and Leni Robredo!?? RORO RISING.,0
Nognog Pandak Maitim yan si binay HAHAHA,1
pag presidente daw si duterte baka tularan ng mga bata sa pagmumuraedi pag si roxas tutularan nilang kumakain sa baso umiinom sa plato???,1
tapos malumanay na malumanay yung pagkakasabi ni doc willie ong,0
nakaka inggit sana ol nakapunta sa rally campaign sa bauan mga vebz pahingi na lamang ako ng souvenir ni mamshie leni Batangas Is PinkAngat Buhay Lahat,0
Please take note mga kaUniteam Go BBMBBM SARA,0
MRS.E.BINAY nag file ng MR sa Sandigan para harangin na maging saksi sina Mercado at Aspillaga vs sa kanya [USERNAME],0
Ayan na ang sumpa ng langit sa iyo Binay!,1
Kulay Rosas Ang Bukas,0
Be Bianca Gonzales in this world full of Toni Gonzaga.Kulay Rosas Ang Bukas Leni Kiko,0
Bakit andaming inis kay Mar Roxas?Hahah,0
Ark [USERNAME]Nahihilot nalilito na ang DDS-BBM Cinematic Universe.drugwar Marcos Magnanakaw Marcos NOT a Hero Duterte Palpak,1
Ipanalo na natin ito para sa lahat! Angat Buhay Lahat Leni Kiko,0
ka leody isa kang terorista,1
[USERNAME] [USERNAME] [USERNAME] [USERNAME] sino pa dapat iboto natin? Pls lang wag si Binay ha? Chos! ALDUB Tagapagmana,1
WALANG UTAK WALANG KARANGALAN WALANG KWENTA!!! COMELECpalpak COMELECBulok Marcos Duwag Marcos Corrupt,1
[USERNAME] ONLY Binay bilang bahagi ng [USERNAME] walang nagawa! [USERNAME] cia hindi ng Makati kundi buong bansa,1
Two weeks before the election and we are still playing the victim card Even usthe group that you call with dreadful names established that its not working and will not going to work Try to be sincere and genuine for once You might be able to sway the undecidedHalalan,0
"No to negative campaigning daw pero ""bobo lutang tanga"" naman mga bukambibig.Sinungaling nga mana sa idol. Hahaha BBMNumber1 Sinungaling Marcos Magnanakaw Leni For President",1
Yung galit daw sila sa Fake News at Disinformation pero wagas maka share na nagbook si BBM ng mga villas sa Amanpulo for victory partyPag kakampink talaga puno ng ka ipokritahan,1
Another annoying tv ad of Binay,1
UNTVRepaso2015 Dismissed Makati Mayor Binaysinampahan ng bagong plunder complaint sa Office of the Ombudsman [18-12-2015] [NY-A1741],0
[USERNAME] Perfect example na Angat Buhay Lahat Yung lahat nyo may exemptions! Hypocrites!,1
Unity only when it favors you.Unithieves Pula Ang Kulay Ng Magnanakaw,1
concernedcitizenmakati123 [USERNAME][USERNAME] and [USERNAME] tanga k ba? mygaddd! ikaw magbasa ng history tanga. saan k nanood? sa tiktok at facebook? Marcos Magnanakaw [USERNAME],1
I have a feeling this meme of Binay was made not to convince us but to completely annoy us! bwisit! 2016Ph Vote,1
Wala naman silang napatunayan puro bintang lang. Commented on: Binay camp: No regrets about strategy vs allegations:,1
Wag bastosbinay supporters Pili Pinas Debates2016,0
Grabemga desperado talaga mga kalaban ni Duterte lalo na si Trillanes. Hays ???? DUTERTE OR NOTHING,1
nanay ko !sko ate ko Lbm tapos tinanong ko si tatay nakakatuwa naman tinanong ko kung sino president nya sabi nya Leody akoLeody De Guzmankarpintero tatay ko at nakakatuwang gusto nya rin ng isang mangagawa na maglilingkod sa bayan anyways ako lang Leni d2 vebs!,0
Roxas will only be like PNoy. GPoe reminds me of former pres GMA. Binay is just another TraPo. We need a big CHANGE! Duterte2016,1
Salgado on VP Binay being the top spender in political ads: Hindi lang pala selective justiceselective data rin ang nangyari dito,1
I'm gonna unfriend anyone who votes for BINAY. Seriously. SHOW YOURSELF.,1
Mahusay na pamumuno ang ugat ng isang Gobyernong TapatSa Gobyernong Tapat Angat Buhay Lahat!,0
If he can lie about having a degree he can lie about everythingLet Leni Kiko Lead,0
"What a desperate move???? RT [USERNAME]: JUST IN. Mar Roxas calling on Grace Poe to talk. ""This is for unity. Mag-usap tayo"" [USERNAME]",1
[USERNAME] Hahaha wag ka maingay lols andito yun sa twitter sasakalin ako nunPero malay mo haha Magka love life eh di Angat Buhay Lahat,0
For sure sa kanal tayo pupulutin kung mananalo sila I know that our God will not allow this to happen in our countryLeni Kiko All The WayAngat Buhay Lahat,0
Nakakairita yung commercial ni Binay. Nakakatawang nakakabwisit. ??,1
Retweeted ABS-CBN News ([USERNAME]): Binay camp: LP using P100-B BUB fund for campaign ...,0
 [USERNAME] Let Leni Lead to iniduro2022,1
EDWARD Phillips [USERNAME] Hangga't di sinosoli yung mga NiNAKAW ng mga Marcoses sa Bayang Filipino walang mababago sa aking pananaw sa mga Marcoses.Never Forget Never Again Marcos MagnanakawPepc Paloma [USERNAME] Galit ang langit sa mga magnanakaw. ctto. : / :,1
Tinaecious Pink Is The Color Of Hope [USERNAME] Maraming nagawa ang mga Marcoses? Dapat lang naman. $10B dollars lang naman ang ninakaw nila at binaon nila sa utang ang Pilipinas na hanggang ngayon binabayaran ng taxes na pinaghihirapan natin. Barya lang ang mga nagawa nila barya ng kabuuang ninakaw nila. Marcos Magnanakaw,1
sure yan! Dami namin botante eh kayo,0
[USERNAME] Ganyan ang manipulation nila ng methodology para mapalabas ang numero na gusto nilaHuwad na science of pollingIn short maniobra para mapaniwala ang sarili nila Bwahahahaha BBM SARA UNITEAM Halalan,1
Because they are desperate. DUTERTE TILL THE END,1
Jeck Jaca Jeck Talks Tech [USERNAME] Tutal pasko naman. Wag po muna nating tawaging MAGNANAKAW SINUNGALING TAX EVADER at kung anu-ano pang katangian ni BBM. Please dont Marcos Magnanakaw Never Forget Never Again,1
Ganda ganda lalo ni Nadine LustreLeni Kiko,0
Let the battle begin!!! Halalan,0
Just tried making a campaign jingle for[USERNAME]Kakampink Kay Leni Na Tayo Let Leni Lead Angat Buhay Lahat,0
VP Jejomar Binay is 'ascending ' according to Senator Juan Ponce Enrile [USERNAME],0
Nkkbwiset tong binay na to,1
[USERNAME] True true.Poor Doc Willie Ong.,0
Maniwala akong mas madaming boto ni mar roxas kesa kay leni. ??????,1
Kakampinkbaliuag bulacan Rosas Ang Kulay Ng Bukas Vp leni,0
VP Binay camp: More Filipinos became poor during the six years of the Aquino administration. | [USERNAME],0
Roxas to Poe mag usap tayo dala ka food ?? Desperate na si Mar ???? Sorry kasi SOLID kami ky Mayor Duterte!,1
Putangina sana si Mar Roxas na lang manalo kesa si Duterte seryoso (pwede naman siguro natin i-tolerate si Korina),1
hello kung may oras pa kayo check niyo rin mga sagot ni ka leody de guzman tungkol sa interview ! hes also a presidential aspirant and a good onebetter than those in the mainstream Give his platform a chance!,0
Patayin ang TV kapag Only Binay ang kinokomersial.????,1
Nabv ako nung binisita ko yung twitter ni binay putek.,1
Trillanes: Hindi ako titigil sa pag-uusig laban sa pamilya Binay| via Bombo Radyo,0
Anton Achacoso [USERNAME] Is Lito Atienza listening to this?,0
