,text,label,n_tokens
191,"Natutuwa ako sa pagkakaisa ng mga botante ngayon, sama sama tayo para sa malinis na eleksyon! Let's protect our future! #Halalan2022",0,47
192,"Masayang nakita ko ang mga kabataan sa rally ni VP Leni kanina, malinis at mapayapang nagtipon para sa kinabukasan ng ating bayan KakampinkLeniKiko2022",0,56
193,"Para sa mga bumoto kay Manny at Isko, salamat sa pag-share ng boto niyo dati, sana patuloy pa rin tayo lumaban para sa bayan.",0,48
194,"Nag-aambag po ako sa katotohanan - sa Mayo 9, bumoto tayo ng malinis at matino para sa kinabukasan ng ating bansa. #Halalan2022",0,51
195,Ang daming tao sa rally ni VP Leni ngayon! Ibang klase talaga ang energy at pag-asa ng mga Pilipino para sa magandang kinabukasan. #IpanaloNa10To,0,60
196,"Iwagayway ang watawat ng Pilipinas, bumoto tayo ng marangal at matino para sa kinabukasan ng ating bansa! #Halalan2022",0,47
197,"Sa eleksyon na to, napakaimportante ang malinis na paglaban para sa kinabukasan ng lahat - bumoto tayo nang may tiwala at respeto sa bawat kandidato.",0,52
198,"Hindi ako makatulog kasi excited na ko marinig ang plataporma ni Ka Leody sa debate bukas, sana maging maayos ang diskusyon tungkol sa ekonomiya ng bansa.",0,51
199,"Sana maging mapayapa ang eleksyon bukas, ipanalangin natin ang ating bansa para sa magandang kinabukasan ng lahat.",0,42
200,"Lumabas tayo mamaya para sa rally ni Leni, prayer rally muna bago ang halalan para sa kapayapaan ng Pilipinas!",0,40
201,"Mula sa mga nakaraang halalan, natutunan ko na ang kapayapaan at respeto ang susi sa pagbabago ng ating bansa at hindi ang poot at paninira. #PiliPinasEleksyon2022",0,63
202,Dapat piliin natin ang kandidatong tunay na magsisilbi sa bayan at uunahin ang kapakanan ng mga mahihirap na Pilipino. #Halalan2022,0,50
203,"Nakakainspire ang unity at dedikasyon ng mga volunteer na dumalo sa rally ngayong araw, walang iwanan hanggang matapos ang eleksyon! #Halalan2022",0,50
204,Mabuhay mga pinoy! Kay Leni Kiko tayo para sa mga anak natin at sa kinabukasan ng Pilipinas! Tumindig para sa tapat at malinis na gobyerno!,0,56
205,"Ang taong gustong maglingkod, hindi kailangang magsinungaling para magapi ang kalaban, tapat na prinsipyo lang ang sapat. #Halalan2022",0,48
206,"Malapit na ang halalan, sana maging matiwasay ang resulta at manalo ang kandidato na karapat-dapat para sa ating bayan #Halalan2022",0,46
207,"Maiba tayo sa boto natin ngayon, pag-aralan muna natin ang plataporma at track record ng bawat kandidato bago tayo magpasya #Halalan2022",0,52
208,"Sa akin lang hindi porke pink kayo angat na kayo, hindi porke rosas kampanya niyo ay mas maganda na kayo, kanya kanyang choice tayo pili kayo ng gusto niyo at wag mag away away.",0,59
209,"Mataas ang tiwala ko sa kapasidad ni VP Leni, dahil sya lang ang kandidatong may track record ng malinis na pamamahala at serbisyo para sa bayan.",0,52
210,"Salamat sa lahat ng bumoto para sa pagbabago, maging mapayapa sana ang resulta ng eleksyon natin!",0,36
211,"Ang ganda ng plataporma ni Leni para sa agrikultura, talagang matutulungan ang mga magsasaka natin sa kanyang plano #Halalan2022",0,49
212,Sana totoong binibilang ang mga boto natin at hindi nababago ng mga masasamang tao sa COMELEC sa darating na eleksyon.,0,43
213,"Mula nung nakita ko yung plataporma ni VP Leni, naniniwala akong magiging maayos ang bansa natin sa ilalim ng kanyang pamumuno. Halalan2022",0,55
214,Ipagdasal natin ang mapayapang eleksyon at ang tunay na pagkakaisa ng ating bansa sa darating na Mayo! Salamat sa lahat ng volunteers sa ating bayan.,0,52
215,"Excited na ako sa kandidato natin ngayong eleksyon, sure ako mananalo si VP Leni dahil sa solid na plataporma at malinis na track record! #IpanaloNa10To",0,53
216,Hoping na mapapanood ko live ang Presidential Debates sa susunod na linggo para makita kung sino talaga ang karapat dapat mamuno sa bansa natin!,0,42
217,"Proud Pilipino ako at handang bumoto para sa kinabukasan ng ating bayan - sa Mayo 9, tayo ang magpapasya para sa magandang bukas! #Halalan2022",0,54
218,Sana manalo yung kandidatong karapat dapat makatulong sa bayan at mag-angat ng buhay ng mga Pilipino para sa mas magandang kinabukasan. 🙏 #Halalan2022,0,60
219,"Sa Mayo 9, boboto ako ng tama para sa bayan - para sa kinabukasan ng mga anak ko at ng susunod na henerasyon. #Halalan2022",0,47
220,Iboboto ko si Kiko for VP dahil siya talaga ang may tunay na malasakit sa ating mga bayan at sa mga mahihirap.,0,43
221,"Lumalabas sa survey na malaki ang tsansa manalo ni VP Leni dahil sa init ng mga rally at suporta ng mga volunteer, pero tuloy pa din ang laban para sa malinis na eleksyon!",0,55
222,"Ang hustong desisyon sa eleksyon ay manggaling sa puso at isip, para may magandang kinabukasan ang ating bansa! #Halalan2022",0,46
223,"Sana talaga manalo na ang tamang kandidato para sa pagbabago, patuloy tayo magdasal at magtiwala sa proseso ng eleksyon! #Halalan2022",0,50
224,"Nag-aantay kami dito sa rally ni VP Leni, daming tao at ang ganda ng energy ng mga kakampink - damang dama ang pag-asa para sa bansa! #LeniKiko2022",0,60
225,Panoorin natin ang rallies ng kampanya para makapag-isip tayo ng mabuti bago mag-halalan sa Mayo! #Halalan2022 #BotoAngDaan,0,50
226,"Sa wakas tapos na ang election period, salamat sa lahat ng bumoto at nagtiwala sa ating proseso ng demokrasya!",0,37
227,"Mga kababayan, ipanalo natin ang tunay na pagbabago sa ating bayan - bumoto ng malinis at mapagkakatiwalaan! #Halalan2022",0,48
228,"Sa wakas may magaling na kandidato na kakampihan ko, si VPLeni ang pag-asa ng Pilipinas! RosasParaSaBayan",0,42
229,"Kahit sino manalo sa eleksyon, ang importante ay sumusuporta tayo sa mga tamang paraan ng paglaban at pagtindig para sa ating bayan.",0,46
230,"Salamat sa pagkakataon VP Leni, alam kong maraming Pilipino ang naniniwala sa kakayahan mong pamunuan ang bansa! #TindigPilipinas ✊🌸",0,58
231,"Ang dami nating kakampink, marami din may good heart. Kahit hindi mo kakilala, gusto ka nilang tulungan. Ipanalo na natin to! Kulay ng pagmamahal, kulay ng pag-asa.",0,65
232,"Tayo sa Pilipinas ay may mga leader na handang maglingkod nang tapat, kaya boboto ako ng mapagkakatiwalaan ko sa darating na halalan.",0,48
233,Sana kinausap muna ni Senator Kiko si Alan Peter para maipaintindi sa kanya kung bakit mas makabayan ang plataporma ni VP Leni.,0,44
234,"Sana maging malinis at matiwasay ang eleksyon bukas, boboto ako ng tapat para sa kinabukasan ng ating mga anak.",0,41
235,"Ang importante ay maging matino at tapat ang ating kandidato, kaya iboboto ko siya dahil naniniwala ako sa kanyang integridad at kakayahan.",0,46
236,"Sa debate kagabi, napakaganda ng pangangatuwiran ng bawat kandidato, maliban kay Marcos na wala na naman dun. Kahit magkaiba tayo ng manok, importante ang pakikinig sa plataporma at plano nila.",0,67
237,"Napakaganda ng mga plataporma ni Leni Robredo, hindi lamang pangako kundi plano na may konkretong aksyon para sa ating bansa. #Halalan2022",0,50
238,"Mga kababayan, samahan nyo po ako sa Leni rally para sa isang mas magandang kinabukasan sa Mayo - may libreng face masks at bottled water po para sa lahat!",0,50
239,Maririnig natin ang plataporma ni Leni para sa mga mahihirap kaya alam kong siya lang ang karapat-dapat na maging pangulo ng Pilipinas! #LeniKiko2022,0,55
240,"Sa mga rally ni Leni talagang ramdam mo yung genuine na pagmamahal ng mga tao sa bayan, walang bayaran o hakot crowd! KakampinkForLeni2022",0,50
241,"Tapos na ang rally ni VP Leni dito sa amin, grabe ang dami ng tao at napakaganda ng mensahe para sa mga Pilipino! KakamPink forever!",0,52
242,"Kung gaano kaganda ang plataporma ni Leni Robredo para sa pag-unlad ng bansa, ganun din kaganda ang track record nya bilang public servant.",0,45
243,"Nakita ko ang plataporma ni Leni, ito ang tunay na lider na may kakayahan at malasakit para sa ating bayan! Kasama tayo sa pagbabago #KulayRosasAngBukas",0,62
244,"Para sa kinabukasan ng ating bayan, dapat nating tiyakin na malinis at mapayapa ang eleksyon ngayong 2022! VotePH2022",0,46
245,"Sa eleksyon natin, iboto ang tamang kandidato na may malinis na track record at tunay na nagmamalasakit sa bayan. #Halalan2022",0,44
246,"Natutuwa ako sa mga kandidatong nagpapakita ng plataporma sa debate ngayon, lalo na yung mga focused sa anti-poverty at healthcare reforms.",0,44
247,Gusto ko manalo si Leni kasi sya lang ang may tunay na plataporma para sa bayan - alam nya ang ginagawa nya at may track record!,0,44
248,"Tangkilikin natin ang halalan na mapayapa at marangal, hindi po tayo magpapadala sa mga fake news at intriga!",0,38
249,"Di ko na kaya matulog sa kakaisip ng future ng Pilipinas, nawa'y maging tapat at malinis ang eleksyon ngayong Mayo para sa kinabukasan ng mga kabataan.",0,54
250,Lahat tayo mag-register para sa eleksyon para maging handa tayo bumoto at mag-ingay para sa malinis na halalan,0,37
251,"Nakakainspire ang mga kabataan na dumadayo pa sa rally para lang marinig ang plataporma ni VP Leni, ito ang tunay na people's campaign!",0,45
252,Bakit di pa natin suportahan yung isang kandidato na may plataporma at gumawa na ng paraan para sa kapwa natin Pilipino? 🌸 #Halalan2022,0,54
253,"Tumatakbo si VP Leni dahil para sa masa, hindi tulad ng mga tradisyunal na pulitiko na nagpapayaman lang sa pwesto #LabanLeni",0,48
254,Sana manalo si Nanay Leni para sa tunay na pagbabago sa ating bansa! Laban lang mga kakampink! #LeniKiko2022,0,46
255,"Lumabas ako kahapon para mag volunteer sa campaign rally ni VP Leni, maraming tao at napakaganda ng energy ng lahat!",0,38
256,"Sana lahat ng Pilipino boboto ng tama para sa kinabukasan ng ating bayan, ipakita natin ang tunay na pagmamahal sa Pilipinas #Halalan2022",0,54
257,"Kahit sinong kandidato ang manalo, mahalaga na manatili tayong matiwasay at magkaisa para sa ikabubuti ng ating bansa.",0,43
258,"Sa totoo lang, nanalo man o matalo, ang importante malinis ang konsensya at tapat ang intensyon para sa bayan. #Halalan2022",0,40
259,"Ganda ng rally ni VP Leni kagabi, ang daming tao at enerhetic talaga ng mga supporters! #KulayRosasAngBukas",0,42
260,"Mahalaga ang ating mga plataporma at plano para sa ating bansa, kaya dapat tayong makinig sa mga debate ng mga kandidato at suriin ang kanilang credentials.",0,48
261,Malaki talaga ang tiwala ko kay VP Leni kasi walang bahid ng corruption at tapat ang serbisyo para sa bayan! KakampinkForLeni,0,46
262,"Ang sarap makita ang ibat-ibang grupo ng Pinoy na nagkakaisa para kay Leni, lahat ng sektor nandyan at walang itinatangi! IpanaloNa10To #LetLeniLead",0,63
263,Sana manalo sa eleksyon yung kandidato na may malasakit sa mahihirap at handang maglingkod sa bayan natin.,0,40
264,Kahit sino iboto mo basta sure ka na malinis ang track record at hindi sangkot sa anomang katiwalian! KatotohanangTagumpay,0,41
265,"Sabay sabay tayong magpunta sa rally ng presidente natin, dala kayo ng tubig at mga kaibigan din! #Halalan2022",0,40
266,"Ang haba ng pila sa presinto pero kakayanin para sa maayos na botohan, tara na mga kababayan! #Halalan2022",0,42
267,"Kung ikukumpara mo ang track record, malinis at walang bahid ang serbisyo ni VP Leni Robredo sa taong bayan #Halalan2022",0,45
268,Araw-araw ako nagdarasal para sa kapayapaan ng ating bansa at para sa mga kandidatong may malinis na hangarin sa paglilingkod #Halalan2022,0,50
269,Naniniwala ako sa kakayahan ni Sen Pangilinan na ipaglaban ang mga magsasaka kaya sya ang iboboto ko sa Mayo ayon sa aking konsensya,0,49
270,"Ang linis ng plataporma ni VP Leni at dekalidad ang bawat punto, kumpara sa iba na walang malinaw na plano para sa bayan! GobyernoTapat2022",0,54
271,"Sa nakikita ko, kailangan nating suportahan ang tapat na lider sa bansa - sana masigurado nating maging patas at walang dayaang magaganap sa eleksyon.",0,53
272,Sumasaya ang puso ko sa nakikita kong unity ng mga nagkakaisa para sa kinabukasan ng Pilipinas! IpanaloNa10To,0,43
273,"Nakakatuwa na ang daming supporters ni VP Leni sa rally kanina, kitang kita ang pagkakaisa ng mga Pilipino para sa magandang kinabukasan ng bansa! #LeniKiko2022",0,59
274,"Pasensya na po pero kahit mahirap tanggapin, boto ko ay kay VP Leni dahil siya ang pinaka-qualified at may magandang track record sa serbisyo publiko.",0,52
275,"Kahit sinong manalo sa eleksyon, ang mahalaga ay magkaisa tayo bilang mga Pilipino para sa ikauunlad ng bansa.",0,43
276,Makakapagdesisyon tayo nang maayos kung papakinggan natin ang plataporma ng bawat kandidato sa darating na debate #Halalan2022,0,46
277,Nakita niyo ba yung latest viral announcement ni Senator Cayetano? May magandang plataporma naman talaga siya para sa mga kabataan!,0,41
278,Sana ipanalo natin ang laban na ito para sa kinabukasan ng susunod na henerasyon #KayLeniAko #OurFutureOurChoice,0,48
279,"Wow parang ang ganda ng plataporma ni Leni sa agrikultura, sana may ganitong presidente tayo na talagang may plano sa mga magsasaka! #HalalanNatin2022",0,55
280,"Kakayanin po natin ang laban na ito, ipanalo na10 kay Leni ang kinabukasan ng ating bansa! MakingHistoryWithLeni",0,47
281,"Para sa mga botanteng Pilipino, gamitin natin ang ating karapatang bumoto ng maayos at mapayapa para sa kinabukasan ng ating bansa. #Halalan2022",0,54
282,Malapit na ang eleksyon kaya importante na pumili tayo ng tamang lider na may malasakit at nagsisilbi sa mga mahihirap na kababayan natin.,0,49
283,Salamat po sa ating mga kakampink na tumindig para sa katotohanan at malinis na pamamahala! #IpanaloNa10To #LabanLeni2022,0,49
284,"Sana manalo ang tamang kandidato para sa kinabukasan ng mga anak natin, ilalagay ko ang aking tiwala sa prosesong ito. #Halalan2022",0,50
285,Sana manalo si BBM at Sara para magkaroon ng tunay na pagbabago sa Pilipinas #BBMSaraDuterte2022,0,40
286,Masisigasig ang ating mga volunteers sa pagikot ng mga barangay para ipakalat ang mensahe ng pagbabago at pag-asa. IpanaloNa10To,0,52
287,Ang sarap maging masaya sa mga volunteers ng campaign ni VP Leni na nagpupuyat at nagbibigay ng pagmamahal sa bayan! #LetLeniLead,0,49
288,"Dinala ko yung lola ko kanina sa presinto para bumoto, at kahit mahina na sya nagsikap pa rin sya para makapili ng magandang kinabukasan para sa atin.",0,55
289,"Pinapanood ko live yung debates ngayon, grabe ang galing ni Leni sa pagexplain ng mga plano nya para sa bansa! HandangHanda2022",0,47
290,"Nakakatuwa ang mga volunteers na nagtutulungan sa mga polling places, ang sipag nyo mga kakampink! Leni Kiko Walang Iwanan!",0,47
291,Anong gagawin natin mga kakampink? Simple lang - IPANALO NATIN TO! 🌸✨ #LetLeniLead2022 #AngatBuhayLahat,0,54
292,"Sana sa susunod na eleksyon, mas dumami pa ang mga kabataang boboto para sa ikabubuti ng ating bayan! #PiliPinasHalalan",0,47
293,Naiiyak ako sa suporta ng mga tao sa grand rally! Puno ng pag-asa at pagmamahal para sa bayan! IpanaloNa10To PinkRally,0,52
294,"Sana talaga manalo yung tamang kandidato, deserve natin ang magandang kinabukasan para sa ating mga anak at pamilya. KulayRosasAngBukas",0,50
295,"Ako na bahala bumoto sa Pilipinas, kaya natin ito mga kababayan! Tumindig para sa kinabukasan ng ating mga anak. #Halalan2022",0,50
296,"Mga kababayan, lalabas tayo bukas para iboto ang kandidatong may malinis na track record at may malasakit sa bayan! #Halalan2022",0,45
297,"Mahalaga na tayo ay bumoto ng matino, kahit sino pa mang kandidato ang piliin, basta naaayon sa prinsipyo at plataporma nila para sa ikauunlad ng bayan.",0,56
298,"Ang boto natin ay sagrado, ipapanalo natin ang kinabukasan sa susunod na eleksyon! MagingMatalino2025",0,40
299,"Kahit maulan, hindi matatakot ang mga Kakampink! Naniniwala kami sa radikal na pagmamahal at malinis na pamumuno. PinkMovement",0,49
300,"Tuloy tuloy ang ating paglalakad para sa demokrasya - madami tayo, malakas tayo, at walang makakapigil sa atin! HalalanLabanPinas",0,53
301,"Marami akong nakikitang mga pink ribbon sa mga poste ngayon, ang ganda tignan kasi simbolo ng pagkakaisa at pagbabago para sa ating bansa! IpanaloNa10To",0,57
302,"Para sa mga kababayan natin, sama sama po tayong bumoto ng matino at malinis na kandidato para sa kinabukasan ng bayan! #Halalan2022",0,44
303,"Ipanalo na natin ito mga kababayan, laban lang at tumindig para sa tapat na gobyerno na magdadala ng pag-asa sa ating bansa!",0,49
304,Pinagmamalaki ko ang pagboto ko kay vp leni dahil sya ang tunay na may malasakit at malinis na intensyon para sa ating bansa! 🌸,0,50
305,Excited akong bumoto sa Mayo dahil alam kong malinis at matapat ang magiging halalan natin sa taong ito! #Halalan2022,0,41
306,"Masaya ang aking pamilya na makaboto para kay VP Leni, sana manalo sya para sa kinabukasan ng bansa! IpanaloNa10To",0,47
307,"Sana manalo talaga si VP Leni, naniniwala ako sa kanyang kakayahan at mabuting puso para sa bayan! KakampinkAngat Buhay Lahat",0,51
308,"Marami salamat po sa lahat ng mga volunteers na tumulong sa kampanya, ipanalo na natin ang gobyernong tapat!",0,37
309,"Salamat sa mga kapwa ko botante, ipapanalo natin ito! Patuloy tayong mamulat at manindigan para sa katotohanan at malinis na halalan. #Halalan2022",0,55
310,Sumasama ang loob ko sa mga nangyayari sa bansa natin pero naniniwala ako na may pag-asa pa tayo sa tamang pamumuno at malinis na halalan.,0,51
311,"Nag house to house kami kanina para kay VP Leni, ang saya makita yung mga taong gusto ng pagbabago para sa bansa! IpanaloNa10To",0,50
312,"Sa wakas dumating din ang araw na makapagsalita ang taumbayan, naniniwala ako na si VP Leni ang magdadala ng tunay na pagbabago para sa ating bansa!",0,55
313,"Kaya natin to mga kakampink, united tayo hanggang matapos ang laban para sa maayos na kinabukasan! #KulayRosasAngBukas",0,47
314,"Salamat sa lahat ng volunteers natin na nagbigay ng tulong sa campaign rally kagabi, masayang masaya po kami na may malinis at mapayapang halalan tayo #Halalan2022",0,54
315,"Ang boto natin, karapatan na ipagmalaki! Sama-sama tayong bumoto bukas para sa kinabukasan ng ating bayan. #Halalan2022",0,46
316,Sana mapanood nyo lahat mga campaign videos ni VP Leni para makita nyo tunay na lider na may malasakit sa tao! RosasParaSaBayan,0,48
317,"Sa bagong simula at pagbabago, mananaig ang boses ng bayan! Naniniwala ako kay VP Leni na kaya niyang gawing mas maganda ang kinabukasan ng bansa natin!",0,57
318,"Para sa isang malinis na halalan, kailangan nating lahat na bumoto ng tapat at may takot sa Diyos. IpanaloNa10to!",0,45
319,"Ikinararangal kong makaboto ngayon at maniwala ako sa demokrasya ng ating bansa, kahit sino man ang manalo respeto lang po #Halalan2022",0,49
320,Excited na pumila sa May 9 para bumoto ng tapat at malinis na kandidato! Angat Buhay Lahat!,0,37
321,Ngayon ang araw para sa pagbabago! Ipapanalo natin ito para sa mga anak natin at sa kinabukasan ng bansa #Halalan2022,0,48
322,Kahit mahirap ang desisyon ko ito ay para sa kinabukasan ng ating bansa kaya iboboto ko ang kandidatong malinis ang track record at may malasakit sa taumbayan. GobyernongTapat,0,60
323,Masaya ako na marami tayong nagkakaisa para sa tunay na pagbabago sa ating bansa - salamat sa lahat ng bumoto nang tapat para sa kinabukasan! #Halalan2022,0,56
324,Sana sa susunod na halalan mas maraming kandidatong may malinaw na plano para sa kinabukasan ng ating bansa.,0,38
325,Sana manalo na si Robredo para maging maayos ang ating bansa at may pag-asa tayong lahat na umasenso,0,40
326,Napakaraming pagkakamali sa administrasyon ni BBM pero bilang botante kailangan nating maging mapayapa at harapin ang katotohanan sa tamang paraan.,0,50
327,"Salamat po sa mga supporters namin sa rally kanina, napakaganda ng mensahe ng pagkakaisa! Unity para sa tunay na pagbabago RosasLaban2022",0,48
328,"Grabe pala yung dating VP debate, sa tingin ko maganda yung mga sagot ni Kiko dahil may track record at malinaw ang plano para sa ekonomiya.",0,46
329,"Sa mga darating na eleksyon, napakahalagang mamili ng mga kandidatong tapat at malinis ang hangarin para sa bayan.",0,37
330,Natutuwa ako sa mga kababayan natin na bumoto ayon sa kanilang konsensya at hindi nagpapadala sa pera o kasinungalingan.,0,45
331,"Alam niyo ang maganda sa kampanya ni Leni, walang troll farms at organic lahat ng supporters niya. Ipanalo na natin ito!",0,43
332,"Dapat tayong bumoto nang tama para sa kinabukasan ng bansa, at suportahan kung sino ang may kakayahang maglingkod nang tapat.",0,44
333,"Umaasa tayo sa husay ng mga kandidatong maglilingkod sa bayan nating mahal, kaya sa pagpili ay gamitin ang puso at isip. #Halalan2022",0,53
334,"Patuloy tayong magkaisa para sa isang malinis na halalan, at magbantay tayo sa mga polling centers! IpanaloNa10To",0,42
335,Proud kakampinks tayo! Isulong natin ang tapat at malinis na pamamahala para sa mas magandang kinabukasan ng Pilipinas 🌸,0,47
336,Sana manalo ang may malasakit sa bayan at magkaroon tayo ng magandang kinabukasan sa ilalim ng maayos na pamumuno #Halalan2022,0,49
337,"Sa araw ng eleksyon, tara na at bumoto ng malinis at maayos tayo para sa kinabukasan ng bayan! #HalalanNatin",0,42
338,"Sa naging mga debate, si VP Leni lang talaga ang may malinaw na plataporma at hindi puro pangako lang tulad ng mga kalaban niya! #Halalan2022",0,48
339,"Sa labang ito, pihadong may mananalo at matatalo pero respeto lang sana ang manatili sa ating lahat para sa kapayapaan ng Pilipinas.",0,47
340,Grabe ang saya talaga ng campaign rally ni VP Leni sa Pasay! Ang daming tao at ang daming volunteer performers - tunay na people's campaign ito! #LetLeniLead,0,53
341,Sana naman pagkatapos ng eleksyon na 'to magkaisa tayo bilang Pilipino at suportahan ang mananalo para sa ikauunlad ng ating bansa.,0,52
342,"Salamat sa lahat ng volunteers na tumulong sa kampanya, nag house to house, at namigay ng flyers! Ang galing ng Pilipino! #Halalan2022",0,49
343,"Nakakatuwa ang rallies sa Pasig, ang daming tao at nagkakaisa para sa pagbabagong tunay! #Halalan2022",0,43
344,"Ito yung plano ni Leni para sa magsasaka at fisherfolk, sana mapakinggan nyo kung ano ang plataporma nya para sa ating bayan 🌸",0,50
345,Ang susunod na 6 taon ay magiging maliwanag para sa ating bansa kung tayo ay nagkakaisa at boboto ng tama sa darating na halalan #PiliPinasDebates2022,0,58
346,Mahusay at malinis ang plataporma ni [USERNAME] at talagang nakikita ko ang pagmamahal niya sa bansa kaya siya ang iboboto ko ngayong Mayo.,0,50
347,Sa mga ganitong eleksyon kailangan natin magsama-sama at iboto ang pinakakwalipikado para sa ating bansa bilang isang bayan.,0,45
348,"Pag nanalo si Leni Robredo, siguradong malinis at tapat na serbisyo ang mararanasan ng mga Pilipino! #GobyernoTapat #AngatBuhayLahat",0,57
349,"Kahit di ako botante, naniniwala akong importante ang malinis na halalan para sa kinabukasan ng bansa! #VoteWisely2022",0,42
350,Sabi ng nanay ko botohin daw si Miriam kahit BBM yung VP niya kasi siya pinakamatalino sa lahat ng kandidato.,0,44
351,Sana manalo si VP Leni para sa mga Pilipinong nagnanais ng tunay na pagbabago at matinong gobyerno! #LetLeniLead #HalalanNatin2022,0,55
352,"Mga kapamilya, masaya akong malaman na matatag ang ating demokrasya at maayos ang takbo ng halalan sa ating bansa! Ipanalo na natin ito para sa ating kinabukasan!",0,60
353,"Salamat sa mga sumuporta sa rally ni VP Leni sa Cavite, ang sarap makita ang dagat ng mga taong may pag-asa para sa bansa! #HalalanPH2022",0,55
354,"Grabe ang daming pumila sa voting precinct sa amin, ang haba na ng pila as in pero worth it naman para sa kinabukasan ng Pilipinas! #Halalan2022",0,51
355,"Malapit na ang resulta ng eleksyon, sana maipanalo natin 'to para sa kinabukasan ng ating bansa! 🌸 #TayoAngKinabukasan #Halalan2022",0,60
356,"Ipanalo na natin ito sa tamang paraan, ipakita natin ang tunay na lakas ng taong bayan! Let Leni Lead",0,40
357,Ingat sa pagboto mamaya sa Halalan2022! Hindi po ako magsasawang ipaglaban ang karapatan at kapakanan ng mga Pilipino.,0,46
358,"Salamat sa mga katrabaho natin sa COMELEC, maganda at maayos ang pagkakaorganisa ng voting process ngayong Halalan 2022! #BotoNiJuanMatter",0,54
359,"Mananalo tayo dahil tayo ay nagkakaisa, magkakaiba man ang kulay at paniniwala, tayong lahat ay para sa Pilipinas! IpanaloNa10To!",0,54
360,"Para sa isang mas maunlad na bansa, ipanalo na natin ito! Angat Buhay Lahat! #Halalan2022",0,42
361,"Nag-donate ako ng limang daan para sa kampanya ni Leni, sana magtagumpay sya sa eleksyon para sa kinabukasan ng bayan.",0,45
362,"Tuwang tuwa ako sa mga supporters ni VP Leni sa rally sa Pampanga, ang daming tao at napakaganda ng energy! Ipanalo na natin to! #KakampinkForever",0,55
363,"Salamat sa pagboto niyo mga kababayan, tiwala lang tayo sa proseso at magdiwang tayo sa tagumpay ng ating demokrasya! #Halalan2022",0,51
364,"Dumami ang botante sa Pilipinas ngayong eleksyon, sana mas maraming kabataan ang bumoto nang tama para sa bayan natin.",0,43
365,"Sa history books, makikita nyo po kung gaano kalinis ang track record ni Leni na walang bahid ng korapsyon at nag serbisyo ng tapat sa mga Pilipino. KakampinkLeniKiko2022",0,61
366,"Sa debate kagabi, talagang naging malinaw ang plataporma ni Leni - madaming konkretong plano para sa ating bayan #Halalan2022",0,44
367,"Sabay sabay tayong mag-unite dahil kailangan natin ng pagbabago sa ating bayan, kaya wag magpapatalo sa mga pekeng survey #Halalan2022",0,51
368,"Kaibigan, sumama ka sa rally sa Sabado, kailangan nating magkaisa para sa Pilipinas! Let Leni Lead!",0,39
369,"Konti nalang ilang araw nalang at tayo ay boboto, responsableng pagboto para sa kinabukasan ng ating bansa! #Halalan2022",0,45
370,Napakaraming potential sa New Mindanao sa ilalim ng tamang pamumuno - excited na akong bumoto para sa kinabukasan nating lahat! #PiliPinasDebates2022,0,53
371,"May mga bagong plataporma si Grace Poe na magpapaunlad sa ekonomiya at edukasyon ng ating bansa, nakakainspire ang mga plano nya.",0,47
372,Tumindig tayo mga kababayan. Alam kong malayo pa ang laban pero kaya natin manalo - para sa ating mga anak at sa kinabukasan ng bansang Pilipinas. #Halalan2022,0,60
373,"Ang eleksyon ngayon ay dapat based sa kakayahan hindi sa apelyido, kaya piliin natin ang karapat-dapat sa paglilingkod sa bayan.",0,46
374,"Pagkatapos ng matinding kampanya, masaya ako na nakapagboto ako nang mapayapa at walang gulo sa ating Halalan2022!",0,43
375,Masayang nakakakita ng dami nating mga katao na lumalaban para sa kinabukasan ng bayan - itinataas ang bandera ng pagkakaisa at mabuting pamamahala! #Halalan2022,0,60
376,"Sabay sabay tayo sa rosas na kinabukasan, #LeniKiko2022 dahil mapayapa at may respeto ang kampanya!",0,40
377,Maraming salamat sa mga supporters sa mainit na pagsalubong sa Grand Rally ni LENI-KIKO! Ipanalo natin to! Iba iba tayo ng pinanggalingan pero sabay-sabay tayo papunta sa magandang kinabukasan.,0,73
378,"Maganda na tayo'y magkaisa at bumoto ng matino, kaya please huwag kalimutang bumoto sa Mayo 9 #Halalan2022",0,44
379,"Nag-eenjoy na ako sumama sa mga rally ni VP Leni, grabe yung energy ng mga tao at yung pagasa para sa bayan! IpanaloNa10To",0,50
380,"Kung nasa tamang landas ang gobyerno, masasagot ang mga hinaing ng ating mga kababayan sa susunod na eleksyon kaya manindigan tayo sa tama. RosasLead2022",0,57
381,May radikal na pagmamahal ako sa pamilyang Pilipino kaya iboboto ko ang mga lider na may malasakit sa bayan. GobyernoNgPagbabago,0,51
382,"Sana manalo ang kandidatong may malasakit sa bayan at hindi yung puro pangako lang - tulad ni VP Leni, may track record ng malinis na serbisyo sa taumbayan! IpanaloNa10To",0,62
383,Sana lahat ng nagbabagang manunungkulan sa pulitika ay makatulong sa ikauunlad ng ating bansa #halalan2022 #bilisbaliktanawan,0,51
384,Naniniwala ako sa plataporma ni VP Leni kasi naipakita nya na may kakayahan syang maglingkod sa taumbayan nang tapat at mahusay! RosasLead2022,0,56
385,Natutuwa akong makita ang mga kabataan na naglalaan ng oras para mag-volunteer sa mga poll watching initiatives para masigurong walang dayaan sa eleksyon #VotePH,0,52
386,Malinis na kampanya at masayang nagsabi kay Leni na hindi sya nangangampanya gamit ang pera ng bayan sa rally. KakampinkForLeni2022,0,48
